timestamp,latitude,longitude,pm25,pm10,no2,o3
2026-09-09T00:00,26.889278,75.83149,45.518170000443824,90.74491677355361,21.264016975486676,34.46782868659214
2026-09-09T01:00,26.889278,75.83149,30.584494218017525,48.05007024504488,25.42462461882037,39.11780755995024
2026-09-09T02:00,26.889278,75.83149,62.239620963097174,97.65033821981457,21.975565267338176,30.76146546587779
2026-09-09T03:00,26.889278,75.83149,63.93153435855894,119.1714847611161,28.64750547333713,22.157921692384775
2026-09-09T04:00,26.889278,75.83149,51.28375840160474,94.72721301852087,22.645145190703108,44.8819622326276
2026-09-09T05:00,26.889278,75.83149,59.407856475346485,116.93913122289531,22.610650605357993,35.10096887227312
2026-09-09T06:00,26.889278,75.83149,75.52473149773174,116.09019733917448,40.307525520651346,42.174293427138835
2026-09-09T07:00,26.889278,75.83149,67.72957408078976,102.15441266338425,37.474582932362125,28.709226653336295
2026-09-09T08:00,26.889278,75.83149,63.491668249672905,99.31093738655376,29.98590758663132,37.932192178544774
2026-09-09T09:00,26.889278,75.83149,63.25299266206534,124.03933217272105,39.27629923983886,29.900582194135385
2026-09-09T10:00,26.889278,75.83149,44.63719055497168,76.64083731484226,24.67683446921324,33.222541777095245
2026-09-09T11:00,26.889278,75.83149,66.56820078008275,114.13147666328511,33.58228887826982,40.086876009917276
2026-09-09T12:00,26.889278,75.83149,35.21844621190156,57.57869403420341,21.767475249439507,32.971653121224534
2026-09-09T13:00,26.889278,75.83149,51.014898246776056,81.48706134786462,23.32829064936447,43.999858207388485
2026-09-09T14:00,26.889278,75.83149,49.75247390879065,77.53546568983455,37.768706143078646,26.69894066898731
2026-09-09T15:00,26.889278,75.83149,34.257775529847876,64.29053882837225,19.461805799412495,34.19280579472211
2026-09-09T16:00,26.889278,75.83149,53.67593335598256,81.66679315664591,26.042017200230816,51.62885456674008
2026-09-09T17:00,26.889278,75.83149,74.72146091961282,139.77520764303708,19.672040563093752,30.974325365639853
2026-09-09T18:00,26.889278,75.83149,50.91847194849862,89.12792067888125,18.959244729086148,20.326974901961673
2026-09-09T19:00,26.889278,75.83149,40.50875991688796,64.42160062552618,29.488287764105518,50.97185163068947
2026-09-09T20:00,26.889278,75.83149,53.90735537792277,87.03542608392354,29.880237687309677,36.90336667349764
2026-09-09T21:00,26.889278,75.83149,65.24709179801185,99.29145979090677,16.627214910173898,27.892696873931584
2026-09-09T22:00,26.889278,75.83149,57.31861738780459,110.11506896016793,47.389676580837815,26.534606635987455
2026-09-09T23:00,26.889278,75.83149,54.96801140244193,98.86005861730577,42.014416568226835,43.93613935058036
2026-09-10T00:00,26.889278,75.83149,38.08933289910867,71.137702175944,21.573745220398592,26.684392341970337
2026-09-10T01:00,26.889278,75.83149,61.01218890946511,107.95639779728931,32.600036579666266,20.992492052486735
2026-09-10T02:00,26.889278,75.83149,60.828773041404375,93.06756923130057,30.43470701102802,44.55751727464776
2026-09-10T03:00,26.889278,75.83149,71.09519446860702,131.9053471668744,23.803691223518793,40.50707515375382
2026-09-10T04:00,26.889278,75.83149,72.86863928345144,141.69796795116062,18.26644865916746,44.24760201242856
2026-09-10T05:00,26.889278,75.83149,63.262995761212586,103.25503680737748,29.188124560090323,32.68489298869797
2026-09-10T06:00,26.889278,75.83149,35.29099742576663,59.81872224486759,27.56720359884447,42.21865502566303
2026-09-10T07:00,26.889278,75.83149,37.77527797341677,75.3884921564904,39.12206972734042,28.391292786493388
2026-09-10T08:00,26.889278,75.83149,41.82425853950728,75.64571694798973,30.41205269462589,34.56011785938924
2026-09-10T09:00,26.889278,75.83149,58.539099493391404,91.62730071730147,20.610534406537205,40.11153914540538
2026-09-10T10:00,26.889278,75.83149,45.553046775333314,72.28746676953077,23.330279393137843,40.86609502260871
2026-09-10T11:00,26.889278,75.83149,70.71445193291635,115.1804235460837,28.903380060564842,49.70845717891406
2026-09-10T12:00,26.889278,75.83149,57.92626312890492,113.76208682121352,37.20584728515184,46.66855205062501
2026-09-10T13:00,26.889278,75.83149,59.37720874840677,113.07201218657251,19.307425300473586,29.627067976103834
2026-09-10T14:00,26.889278,75.83149,63.2060972565819,95.33975631956129,31.260901645654865,33.32872051761227
2026-09-10T15:00,26.889278,75.83149,57.48297481713486,102.38107765677697,40.05555809981612,46.433668890940595
2026-09-10T16:00,26.889278,75.83149,38.07319589776859,60.91890393006213,17.029556076981777,52.31757133862133
2026-09-10T17:00,26.889278,75.83149,84.42315015896489,137.17990139838741,41.03179276289129,44.65900488941293
2026-09-10T18:00,26.889278,75.83149,72.55586686794167,127.95826463466057,24.579765209510423,35.681342692099676
2026-09-10T19:00,26.889278,75.83149,73.27754405584895,116.97867133161826,28.756104103163736,42.279284560256755
2026-09-10T20:00,26.889278,75.83149,46.030208403933926,84.84275822365618,24.772539120386863,51.613181279620925
2026-09-10T21:00,26.889278,75.83149,32.830026690966726,49.86863897529802,32.33058413488427,53.68589432996629
2026-09-10T22:00,26.889278,75.83149,36.92038345335504,55.968187012732045,33.444357424001396,34.345936702883456
2026-09-10T23:00,26.889278,75.83149,42.35844143235106,69.66480192143443,33.71880017553261,30.325606752875203
2026-09-11T00:00,26.889278,75.83149,65.58567359402011,101.40699435737659,52.71572648993195,40.626528050722655
2026-09-11T01:00,26.889278,75.83149,65.80383292969603,126.82590754290669,8.561823552277097,33.968001357668356
2026-09-11T02:00,26.889278,75.83149,72.5007149739072,136.62961796380947,25.099149929771915,40.097639604316015
2026-09-11T03:00,26.889278,75.83149,80.70939947163524,143.66564252141472,18.324956769328306,31.249861910920984
2026-09-11T04:00,26.889278,75.83149,61.25089130369674,114.37097478894079,27.57973064939834,43.35244402449883
2026-09-11T05:00,26.889278,75.83149,59.25474189833284,89.17269600729983,23.45193855752288,45.26868237615421
2026-09-11T06:00,26.889278,75.83149,50.64397201310459,82.02720577158628,27.201815975552027,54.871855737502685
2026-09-11T07:00,26.889278,75.83149,50.96244766210324,89.65341156871933,29.151893221962318,52.797012838026305
